#Sample description: chromixs
#Sample: chromixs  c= 0 mg/ml  Code: chromixs
 7.635553e-002  8.733493e-003  1.411630e-004
 7.648618e-002  8.695423e-003  1.401971e-004
 7.661682e-002  8.708701e-003  1.406815e-004
 7.674747e-002  8.705702e-003  1.407090e-004
 7.687811e-002  8.880140e-003  1.406020e-004
 7.700876e-002  8.648187e-003  1.409051e-004
 7.713941e-002  8.642625e-003  1.398668e-004
 7.727006e-002  8.596359e-003  1.402604e-004
 7.740070e-002  8.582081e-003  1.399577e-004
 7.753135e-002  8.576995e-003  1.397670e-004
 7.766199e-002  8.559968e-003  1.400491e-004
 7.779264e-002  8.485837e-003  1.396975e-004
 7.792329e-002  8.471241e-003  1.395219e-004
 7.805393e-002  8.235644e-003  1.394750e-004
 7.818458e-002  8.442634e-003  1.391239e-004
 7.831523e-002  8.340633e-003  1.392892e-004
 7.844587e-002  8.327406e-003  1.396336e-004
 7.857652e-002  8.254592e-003  1.386798e-004
 7.870716e-002  8.210589e-003  1.395115e-004
 7.883781e-002  8.118976e-003  1.382037e-004
 7.896846e-002  8.149430e-003  1.390370e-004
 7.909910e-002  8.128143e-003  1.389177e-004
 7.922975e-002  7.919190e-003  1.378614e-004
 7.936040e-002  7.956073e-003  1.385554e-004
 7.949104e-002  8.174331e-003  1.381120e-004
 7.962169e-002  8.040567e-003  1.384592e-004
 7.975234e-002  7.918082e-003  1.384529e-004
 7.988298e-002  8.018066e-003  1.380368e-004
 8.001363e-002  8.091176e-003  1.383165e-004
 8.014428e-002  7.919245e-003  1.382334e-004
 8.027492e-002  7.832171e-003  1.375329e-004
 8.040557e-002  7.810313e-003  1.387163e-004
 8.053621e-002  7.818408e-003  1.369565e-004
 8.066686e-002  7.910252e-003  1.378802e-004
 8.079751e-002  7.865114e-003  1.375209e-004
 8.092815e-002  7.533650e-003  1.364717e-004
 8.105880e-002  7.892042e-003  1.376056e-004
 8.118945e-002  7.916403e-003  1.376902e-004
 8.132009e-002  7.517955e-003  1.369052e-004
 8.145074e-002  7.654020e-003  1.372728e-004
 8.158139e-002  7.736855e-003  1.362692e-004
 8.171203e-002  7.686033e-003  1.371359e-004
 8.184268e-002  7.525986e-003  1.369675e-004
 8.197333e-002  7.497332e-003  1.363862e-004
 8.210397e-002  7.364986e-003  1.366042e-004
 8.223462e-002  7.322654e-003  1.356032e-004
 8.236526e-002  7.456977e-003  1.358944e-004
 8.249591e-002  7.515061e-003  1.366663e-004
 8.262656e-002  7.406389e-003  1.356076e-004
 8.275720e-002  7.478877e-003  1.362733e-004
 8.288785e-002  7.424769e-003  1.357756e-004
 8.301850e-002  7.313392e-003  1.353072e-004
 8.314914e-002  7.168455e-003  1.356809e-004
 8.327979e-002  7.313191e-003  1.353487e-004
 8.341044e-002  7.208408e-003  1.358100e-004
 8.354108e-002  7.107270e-003  1.351469e-004
 8.367173e-002  6.958556e-003  1.343673e-004
 8.380237e-002  7.119113e-003  1.347381e-004
 8.393302e-002  6.949455e-003  1.347018e-004
 8.406367e-002  7.226073e-003  1.351123e-004
 8.419432e-002  7.157749e-003  1.354769e-004
 8.432496e-002  7.192092e-003  1.342148e-004
 8.445561e-002  7.256027e-003  1.355008e-004
 8.458625e-002  6.883935e-003  1.337232e-004
 8.471690e-002  6.769663e-003  1.350476e-004
 8.484755e-002  7.137192e-003  1.347109e-004
 8.497819e-002  6.850633e-003  1.337799e-004
 8.510884e-002  7.029976e-003  1.345077e-004
 8.523949e-002  6.866732e-003  1.341318e-004
 8.537013e-002  6.906682e-003  1.333250e-004
 8.550078e-002  7.045830e-003  1.343905e-004
 8.563142e-002  6.552852e-003  1.335023e-004
 8.576207e-002  6.867421e-003  1.339868e-004
 8.589272e-002  6.764743e-003  1.341971e-004
 8.602336e-002  6.969769e-003  1.336247e-004
 8.615401e-002  6.524363e-003  1.332524e-004
 8.628466e-002  6.673544e-003  1.333862e-004
 8.641530e-002  6.583730e-003  1.326227e-004
 8.654595e-002  6.679783e-003  1.332116e-004
 8.667660e-002  6.748361e-003  1.327306e-004
 8.680724e-002  6.949879e-003  1.333585e-004
 8.693789e-002  6.530987e-003  1.331229e-004
 8.706854e-002  6.537895e-003  1.324372e-004
 8.719918e-002  6.385386e-003  1.327850e-004
 8.732983e-002  6.428799e-003  1.320825e-004
 8.746047e-002  6.418292e-003  1.325573e-004
 8.759112e-002  6.600442e-003  1.330096e-004
 8.772177e-002  6.400921e-003  1.325426e-004
 8.785241e-002  6.217434e-003  1.314730e-004
 8.798306e-002  6.382990e-003  1.322138e-004
 8.811371e-002  6.481519e-003  1.313341e-004
 8.824435e-002  6.072442e-003  1.319040e-004
 8.837500e-002  6.119045e-003  1.315419e-004
 8.850565e-002  6.089965e-003  1.311883e-004
 8.863629e-002  6.578134e-003  1.321089e-004
 8.876694e-002  6.067778e-003  1.308927e-004
 8.889759e-002  6.141666e-003  1.317322e-004
 8.902823e-002  6.230892e-003  1.312611e-004
 8.915888e-002  5.929843e-003  1.308990e-004
 8.928952e-002  5.977455e-003  1.310573e-004
 8.942017e-002  6.050010e-003  1.307673e-004
 8.955082e-002  5.917652e-003  1.303383e-004
 8.968146e-002  6.004336e-003  1.311243e-004
 8.981211e-002  5.858804e-003  1.299187e-004
 8.994276e-002  5.913605e-003  1.308869e-004
 9.007340e-002  6.067778e-003  1.308804e-004
 9.020405e-002  6.189349e-003  1.305719e-004
 9.033470e-002  5.976388e-003  1.307315e-004
 9.046534e-002  6.092128e-003  1.302932e-004
 9.059599e-002  5.620955e-003  1.297133e-004
 9.072664e-002  5.859013e-003  1.309433e-004
 9.085728e-002  5.734875e-003  1.290093e-004
 9.098793e-002  6.010329e-003  1.304114e-004
 9.111857e-002  5.795903e-003  1.296908e-004
 9.124922e-002  5.674832e-003  1.300320e-004
 9.137987e-002  5.923306e-003  1.297842e-004
 9.151051e-002  5.696834e-003  1.291370e-004
 9.164116e-002  5.810823e-003  1.315425e-004
 9.177181e-002  5.481580e-003  1.321524e-004
 9.190245e-002  5.719629e-003  1.334896e-004
 9.203310e-002  5.958164e-003  1.348535e-004
 9.216375e-002  5.524824e-003  1.353707e-004
 9.229439e-002  5.783857e-003  1.355160e-004
 9.242504e-002  5.701904e-003  1.374858e-004
 9.255568e-002  5.531040e-003  1.361108e-004
 9.268633e-002  5.614328e-003  1.384675e-004
 9.281698e-002  5.514910e-003  1.372403e-004
 9.294763e-002  5.430267e-003  1.377886e-004
 9.307827e-002  5.629375e-003  1.357714e-004
 9.320892e-002  5.257427e-003  1.333983e-004
 9.333956e-002  5.614866e-003  1.340062e-004
 9.347021e-002  5.441816e-003  1.335420e-004
 9.360086e-002  5.412631e-003  1.328055e-004
 9.373150e-002  5.287307e-003  1.323930e-004
 9.386215e-002  5.479926e-003  1.319544e-004
 9.399280e-002  5.349948e-003  1.314421e-004
 9.412344e-002  5.204095e-003  1.318917e-004
 9.425409e-002  5.412535e-003  1.315960e-004
 9.438473e-002  5.115386e-003  1.314035e-004
 9.451538e-002  5.252349e-003  1.308997e-004
 9.464603e-002  4.777841e-003  1.301959e-004
 9.477667e-002  5.250802e-003  1.310607e-004
 9.490732e-002  5.370593e-003  1.304780e-004
 9.503797e-002  4.994475e-003  1.299792e-004
 9.516861e-002  5.157722e-003  1.306336e-004
 9.529926e-002  5.404499e-003  1.294133e-004
 9.542991e-002  5.290455e-003  1.304327e-004
 9.556055e-002  4.735939e-003  1.291354e-004
 9.569120e-002  5.096313e-003  1.296494e-004
 9.582185e-002  4.927648e-003  1.295784e-004
 9.595249e-002  5.082244e-003  1.291535e-004
 9.608314e-002  5.239571e-003  1.297470e-004
 9.621378e-002  5.085359e-003  1.295425e-004
 9.634443e-002  4.908230e-003  1.281961e-004
 9.647508e-002  5.054095e-003  1.293133e-004
 9.660572e-002  4.980146e-003  1.287997e-004
 9.673637e-002  4.954961e-003  1.284098e-004
 9.686702e-002  4.928427e-003  1.289940e-004
 9.699766e-002  5.085587e-003  1.283360e-004
 9.712831e-002  4.970851e-003  1.289577e-004
 9.725896e-002  4.807772e-003  1.283141e-004
 9.738960e-002  4.853929e-003  1.278157e-004
 9.752025e-002  4.784803e-003  1.280954e-004
 9.765090e-002  4.937645e-003  1.276274e-004
 9.778154e-002  4.840595e-003  1.276788e-004
 9.791219e-002  4.680198e-003  1.280182e-004
 9.804283e-002  4.758999e-003  1.266602e-004
 9.817348e-002  4.437616e-003  1.266458e-004
 9.830413e-002  4.488349e-003  1.261144e-004
 9.843477e-002  4.716354e-003  1.262917e-004
 9.856542e-002  4.738199e-003  1.263218e-004
 9.869607e-002  4.494399e-003  1.255103e-004
 9.882671e-002  4.565724e-003  1.258293e-004
 9.895736e-002  4.727089e-003  1.254358e-004
 9.908801e-002  4.622489e-003  1.252016e-004
 9.921865e-002  4.496101e-003  1.252101e-004
 9.934930e-002  4.565477e-003  1.241805e-004
 9.947995e-002  4.834131e-003  1.252008e-004
 9.961059e-002  4.222410e-003  1.245475e-004
 9.974124e-002  4.680114e-003  1.245825e-004
 9.987188e-002  4.422675e-003  1.244347e-004
 1.000025e-001  4.679000e-003  1.249828e-004
 1.001332e-001  4.735735e-003  1.248802e-004
 1.002638e-001  4.338279e-003  1.251391e-004
 1.003945e-001  4.408453e-003  1.245023e-004
 1.005251e-001  4.531230e-003  1.251251e-004
 1.006558e-001  4.432501e-003  1.249828e-004
 1.007864e-001  4.456740e-003  1.241689e-004
 1.009171e-001  4.316438e-003  1.249965e-004
 1.010477e-001  4.380248e-003  1.237836e-004
 1.011784e-001  4.261414e-003  1.242550e-004
 1.013090e-001  4.160379e-003  1.243995e-004
 1.014396e-001  4.202619e-003  1.242736e-004
 1.015703e-001  4.422711e-003  1.243265e-004
 1.017009e-001  4.219323e-003  1.237051e-004
 1.018316e-001  4.306248e-003  1.242485e-004
 1.019622e-001  4.272589e-003  1.243135e-004
 1.020929e-001  3.949505e-003  1.232940e-004
 1.022235e-001  4.034612e-003  1.238503e-004
 1.023542e-001  4.072178e-003  1.237681e-004
 1.024848e-001  4.153865e-003  1.232808e-004
 1.026155e-001  4.245657e-003  1.238578e-004
 1.027461e-001  4.022814e-003  1.230153e-004
 1.028768e-001  4.114019e-003  1.238603e-004
 1.030074e-001  3.974958e-003  1.236962e-004
 1.031381e-001  3.990362e-003  1.226063e-004
 1.032687e-001  4.058352e-003  1.236581e-004
 1.033993e-001  4.156815e-003  1.230295e-004
 1.035300e-001  4.008222e-003  1.226607e-004
 1.036606e-001  4.025848e-003  1.234411e-004
 1.037913e-001  3.952684e-003  1.224759e-004
 1.039219e-001  3.892551e-003  1.227600e-004
 1.040526e-001  4.143575e-003  1.230387e-004
 1.041832e-001  3.919866e-003  1.220739e-004
 1.043139e-001  3.640671e-003  1.228972e-004
 1.044445e-001  3.672175e-003  1.219711e-004
 1.045752e-001  3.967162e-003  1.222219e-004
 1.047058e-001  4.174140e-003  1.232272e-004
 1.048365e-001  3.950780e-003  1.223988e-004
 1.049671e-001  3.942652e-003  1.226325e-004
 1.050977e-001  3.901935e-003  1.222909e-004
 1.052284e-001  3.770470e-003  1.212822e-004
 1.053590e-001  3.962411e-003  1.223141e-004
 1.054897e-001  3.814451e-003  1.214432e-004
 1.056203e-001  3.735849e-003  1.216984e-004
 1.057510e-001  3.897562e-003  1.223668e-004
 1.058816e-001  3.705713e-003  1.211127e-004
 1.060123e-001  3.751208e-003  1.215993e-004
 1.061429e-001  3.737891e-003  1.216840e-004
 1.062736e-001  3.726451e-003  1.211400e-004
 1.064042e-001  3.712031e-003  1.219023e-004
 1.065349e-001  3.802298e-003  1.213099e-004
 1.066655e-001  3.656485e-003  1.211750e-004
 1.067961e-001  3.688144e-003  1.217348e-004
 1.069268e-001  3.543099e-003  1.204921e-004
 1.070574e-001  3.760541e-003  1.213130e-004
 1.071881e-001  3.667426e-003  1.208025e-004
 1.073187e-001  3.719203e-003  1.208474e-004
 1.074494e-001  3.634033e-003  1.218771e-004
 1.075800e-001  3.609065e-003  1.230046e-004
 1.077107e-001  3.429225e-003  1.244891e-004
 1.078413e-001  3.483479e-003  1.257599e-004
 1.079720e-001  3.560749e-003  1.256288e-004
 1.081026e-001  3.351112e-003  1.265212e-004
 1.082333e-001  3.542116e-003  1.275017e-004
 1.083639e-001  3.479484e-003  1.277699e-004
 1.084946e-001  3.647341e-003  1.286588e-004
 1.086252e-001  3.315880e-003  1.279513e-004
 1.087558e-001  3.277987e-003  1.294339e-004
 1.088865e-001  3.326968e-003  1.295120e-004
 1.090171e-001  3.789676e-003  1.298675e-004
 1.091478e-001  3.736143e-003  1.314446e-004
 1.092784e-001  3.354639e-003  1.305980e-004
 1.094091e-001  3.236828e-003  1.314692e-004
 1.095397e-001  3.498015e-003  1.317072e-004
 1.096704e-001  3.291623e-003  1.313952e-004
 1.098010e-001  3.328850e-003  1.324319e-004
 1.099317e-001  3.271919e-003  1.321346e-004
 1.100623e-001  3.337877e-003  1.330415e-004
 1.101930e-001  3.383580e-003  1.331427e-004
 1.103236e-001  3.231379e-003  1.333081e-004
 1.104542e-001  3.117977e-003  1.341040e-004
 1.105849e-001  3.466982e-003  1.347357e-004
 1.107155e-001  3.251114e-003  1.347762e-004
 1.108462e-001  2.893397e-003  1.347716e-004
 1.109768e-001  3.289118e-003  1.348982e-004
 1.111075e-001  3.291238e-003  1.353266e-004
 1.112381e-001  3.242657e-003  1.362304e-004
 1.113688e-001  3.256601e-003  1.351608e-004
 1.114994e-001  3.126655e-003  1.362381e-004
 1.116301e-001  3.263840e-003  1.360174e-004
 1.117607e-001  3.115725e-003  1.364771e-004
 1.118914e-001  2.864443e-003  1.369864e-004
 1.120220e-001  2.966501e-003  1.360035e-004
 1.121527e-001  2.882526e-003  1.374750e-004
 1.122833e-001  3.174161e-003  1.382209e-004
 1.124139e-001  3.063886e-003  1.343072e-004
 1.125446e-001  2.933285e-003  1.331761e-004
 1.126752e-001  2.979346e-003  1.319371e-004
 1.128059e-001  3.239716e-003  1.318521e-004
 1.129365e-001  2.917993e-003  1.311902e-004
 1.130672e-001  3.036614e-003  1.294941e-004
 1.131978e-001  3.031679e-003  1.300533e-004
 1.133285e-001  3.036372e-003  1.291543e-004
 1.134591e-001  3.063066e-003  1.291322e-004
 1.135898e-001  2.961118e-003  1.289362e-004
 1.137204e-001  2.808533e-003  1.271991e-004
 1.138511e-001  2.786051e-003  1.280825e-004
 1.139817e-001  3.018641e-003  1.281332e-004
 1.141123e-001  2.930181e-003  1.269230e-004
 1.142430e-001  2.901597e-003  1.279792e-004
 1.143736e-001  2.882294e-003  1.262670e-004
 1.145043e-001  3.035113e-003  1.263280e-004
 1.146349e-001  2.942518e-003  1.264544e-004
 1.147656e-001  2.754864e-003  1.252485e-004
 1.148962e-001  2.995323e-003  1.262903e-004
 1.150269e-001  2.670309e-003  1.254457e-004
 1.151575e-001  2.859768e-003  1.249622e-004
 1.152882e-001  2.689023e-003  1.254658e-004
 1.154188e-001  2.692501e-003  1.245277e-004
 1.155495e-001  2.538773e-003  1.244204e-004
 1.156801e-001  2.661910e-003  1.248436e-004
 1.158108e-001  2.785727e-003  1.235684e-004
 1.159414e-001  2.560512e-003  1.246219e-004
 1.160720e-001  2.680600e-003  1.240060e-004
 1.162027e-001  2.606678e-003  1.240119e-004
 1.163333e-001  2.827483e-003  1.245717e-004
 1.164640e-001  2.813662e-003  1.236197e-004
 1.165946e-001  2.755118e-003  1.231704e-004
 1.167253e-001  2.502264e-003  1.236679e-004
 1.168559e-001  2.841052e-003  1.228125e-004
 1.169866e-001  2.904314e-003  1.234095e-004
 1.171172e-001  2.507153e-003  1.225299e-004
 1.172479e-001  2.739080e-003  1.225135e-004
 1.173785e-001  2.641478e-003  1.228572e-004
 1.175092e-001  2.717372e-003  1.214682e-004
 1.176398e-001  2.402909e-003  1.217545e-004
 1.177704e-001  2.512622e-003  1.216527e-004
 1.179011e-001  2.522588e-003  1.210028e-004
 1.180317e-001  2.593464e-003  1.213544e-004
 1.181624e-001  2.542440e-003  1.207405e-004
 1.182930e-001  2.418702e-003  1.208966e-004
 1.184237e-001  2.451836e-003  1.207768e-004
 1.185543e-001  2.715147e-003  1.203833e-004
 1.186850e-001  2.625021e-003  1.203955e-004
 1.188156e-001  2.537259e-003  1.198418e-004
 1.189463e-001  2.378743e-003  1.191987e-004
 1.190769e-001  2.419033e-003  1.200221e-004
 1.192076e-001  2.529669e-003  1.191246e-004
 1.193382e-001  2.502540e-003  1.194238e-004
 1.194689e-001  2.618968e-003  1.195766e-004
 1.195995e-001  2.457228e-003  1.184833e-004
 1.197301e-001  2.231264e-003  1.187057e-004
 1.198608e-001  2.346490e-003  1.186934e-004
 1.199914e-001  2.390870e-003  1.184404e-004
 1.201221e-001  2.370856e-003  1.184268e-004
 1.202527e-001  2.549262e-003  1.176568e-004
 1.203834e-001  2.468828e-003  1.178681e-004
 1.205140e-001  2.362271e-003  1.176316e-004
 1.206447e-001  2.220338e-003  1.170184e-004
 1.207753e-001  2.119234e-003  1.172342e-004
 1.209060e-001  2.337331e-003  1.167710e-004
 1.210366e-001  2.484643e-003  1.169218e-004
 1.211673e-001  2.380059e-003  1.174744e-004
 1.212979e-001  2.397107e-003  1.167676e-004
 1.214285e-001  2.205032e-003  1.164930e-004
 1.215592e-001  2.056074e-003  1.156749e-004
 1.216898e-001  2.343665e-003  1.165751e-004
 1.218205e-001  2.386080e-003  1.164372e-004
 1.219511e-001  2.273403e-003  1.159593e-004
 1.220818e-001  2.292278e-003  1.165130e-004
 1.222124e-001  2.241143e-003  1.162555e-004
 1.223431e-001  2.268050e-003  1.156740e-004
 1.224737e-001  1.969981e-003  1.157260e-004
 1.226044e-001  2.189406e-003  1.157055e-004
 1.227350e-001  2.145960e-003  1.155900e-004
 1.228657e-001  2.174532e-003  1.156866e-004
 1.229963e-001  2.204843e-003  1.150624e-004
 1.231270e-001  1.983276e-003  1.155362e-004
 1.232576e-001  2.008699e-003  1.149364e-004
 1.233882e-001  2.133909e-003  1.153715e-004
 1.235189e-001  2.068064e-003  1.155834e-004
 1.236495e-001  2.029406e-003  1.147130e-004
 1.237802e-001  2.095135e-003  1.155330e-004
 1.239108e-001  1.886107e-003  1.149490e-004
 1.240415e-001  1.928277e-003  1.142058e-004
 1.241721e-001  2.055092e-003  1.153101e-004
 1.243028e-001  2.033263e-003  1.143660e-004
 1.244334e-001  2.088828e-003  1.147940e-004
 1.245641e-001  2.081926e-003  1.151424e-004
 1.246947e-001  1.847328e-003  1.140826e-004
 1.248254e-001  2.095855e-003  1.149474e-004
 1.249560e-001  1.995018e-003  1.144789e-004
 1.250866e-001  2.053248e-003  1.143768e-004
 1.252173e-001  2.030628e-003  1.148172e-004
 1.253479e-001  2.085648e-003  1.143484e-004
 1.254786e-001  1.951963e-003  1.146477e-004
 1.256092e-001  2.117673e-003  1.146289e-004
 1.257399e-001  1.893639e-003  1.135280e-004
 1.258705e-001  1.889951e-003  1.141978e-004
 1.260012e-001  1.945915e-003  1.138232e-004
 1.261318e-001  1.826987e-003  1.133954e-004
 1.262625e-001  1.809994e-003  1.139836e-004
 1.263931e-001  1.964768e-003  1.134055e-004
 1.265237e-001  2.118778e-003  1.141635e-004
 1.266544e-001  1.931142e-003  1.138312e-004
 1.267851e-001  1.929673e-003  1.132974e-004
 1.269157e-001  1.952705e-003  1.141620e-004
 1.270463e-001  1.851412e-003  1.128635e-004
 1.271770e-001  1.937189e-003  1.134520e-004
 1.273076e-001  1.884534e-003  1.136101e-004
 1.274383e-001  1.860775e-003  1.126699e-004
 1.275689e-001  1.771715e-003  1.129558e-004
 1.276996e-001  1.883559e-003  1.133778e-004
 1.278302e-001  1.930562e-003  1.128510e-004
 1.279609e-001  1.716189e-003  1.131934e-004
 1.280915e-001  1.953355e-003  1.128014e-004
 1.282222e-001  1.761672e-003  1.130419e-004
 1.283528e-001  1.838606e-003  1.131014e-004
 1.284835e-001  1.631332e-003  1.116468e-004
 1.286141e-001  1.912166e-003  1.131531e-004
 1.287447e-001  1.802958e-003  1.125593e-004
 1.288754e-001  1.821832e-003  1.123360e-004
 1.290060e-001  1.550010e-003  1.126365e-004
 1.291367e-001  1.682613e-003  1.123181e-004
 1.292673e-001  1.722829e-003  1.122303e-004
 1.293980e-001  1.684818e-003  1.125473e-004
 1.295286e-001  1.615196e-003  1.119144e-004
 1.296593e-001  1.682818e-003  1.124432e-004
 1.297899e-001  1.829972e-003  1.122366e-004
 1.299206e-001  1.739876e-003  1.118543e-004
 1.300512e-001  1.802037e-003  1.125484e-004
 1.301818e-001  1.824416e-003  1.119357e-004
 1.303125e-001  1.771019e-003  1.120067e-004
 1.304432e-001  1.932514e-003  1.124874e-004
 1.305738e-001  1.756568e-003  1.116626e-004
 1.307044e-001  1.595376e-003  1.117676e-004
 1.308351e-001  1.576231e-003  1.116024e-004
 1.309657e-001  1.698426e-003  1.117650e-004
 1.310964e-001  1.674121e-003  1.119557e-004
 1.312270e-001  1.573873e-003  1.116877e-004
 1.313577e-001  1.575070e-003  1.110929e-004
 1.314883e-001  1.652184e-003  1.112057e-004
 1.316190e-001  1.703251e-003  1.116475e-004
 1.317496e-001  1.569349e-003  1.114725e-004
 1.318803e-001  1.736465e-003  1.113677e-004
 1.320109e-001  1.489535e-003  1.108880e-004
 1.321416e-001  1.468620e-003  1.112191e-004
 1.322722e-001  1.590830e-003  1.110706e-004
 1.324028e-001  1.636619e-003  1.112683e-004
 1.325335e-001  1.701326e-003  1.111886e-004
 1.326641e-001  1.556921e-003  1.111185e-004
 1.327948e-001  1.728977e-003  1.110601e-004
 1.329254e-001  1.659769e-003  1.107302e-004
 1.330561e-001  1.624194e-003  1.108654e-004
 1.331867e-001  1.388335e-003  1.102497e-004
 1.333174e-001  1.436406e-003  1.111194e-004
 1.334480e-001  1.315556e-003  1.105629e-004
 1.335787e-001  1.570777e-003  1.103738e-004
 1.337093e-001  1.548750e-003  1.107985e-004
 1.338400e-001  1.520654e-003  1.107911e-004
 1.339706e-001  1.343486e-003  1.100260e-004
 1.341013e-001  1.318249e-003  1.102867e-004
 1.342319e-001  1.255323e-003  1.095491e-004
 1.343625e-001  1.596887e-003  1.104596e-004
 1.344932e-001  1.438642e-003  1.103450e-004
 1.346238e-001  1.467742e-003  1.098429e-004
 1.347545e-001  1.632497e-003  1.106574e-004
 1.348851e-001  1.369156e-003  1.096151e-004
 1.350158e-001  1.303374e-003  1.095811e-004
 1.351464e-001  1.522401e-003  1.103072e-004
 1.352771e-001  1.596808e-003  1.098589e-004
 1.354077e-001  1.398348e-003  1.099953e-004
 1.355384e-001  1.439481e-003  1.095167e-004
 1.356690e-001  1.490704e-003  1.096630e-004
 1.357996e-001  1.245472e-003  1.095207e-004
 1.359303e-001  1.192564e-003  1.091309e-004
 1.360609e-001  1.486696e-003  1.097777e-004
 1.361916e-001  1.336630e-003  1.095440e-004
 1.363222e-001  1.405844e-003  1.093099e-004
 1.364529e-001  1.226182e-003  1.098208e-004
 1.365835e-001  1.441879e-003  1.090995e-004
 1.367142e-001  1.273374e-003  1.094411e-004
 1.368448e-001  1.414124e-003  1.098842e-004
 1.369755e-001  1.336109e-003  1.088939e-004
 1.371061e-001  1.417894e-003  1.093018e-004
 1.372368e-001  1.434625e-003  1.094846e-004
 1.373674e-001  1.129290e-003  1.084375e-004
 1.374981e-001  1.273387e-003  1.090545e-004
 1.376287e-001  1.489587e-003  1.092193e-004
 1.377594e-001  1.232109e-003  1.089428e-004
 1.378900e-001  1.426772e-003  1.090944e-004
 1.380206e-001  1.321306e-003  1.083132e-004
 1.381513e-001  1.284895e-003  1.090365e-004
 1.382819e-001  1.189205e-003  1.086862e-004
 1.384126e-001  1.127740e-003  1.082585e-004
 1.385432e-001  1.230495e-003  1.086409e-004
 1.386739e-001  1.071441e-003  1.081082e-004
 1.388045e-001  1.269963e-003  1.084455e-004
 1.389352e-001  1.109002e-003  1.086667e-004
 1.390658e-001  1.158179e-003  1.080214e-004
 1.391965e-001  1.125051e-003  1.084620e-004
 1.393271e-001  1.365203e-003  1.083223e-004
 1.394577e-001  1.264582e-003  1.081602e-004
 1.395884e-001  1.243773e-003  1.087094e-004
 1.397190e-001  1.192748e-003  1.079885e-004
 1.398497e-001  1.235339e-003  1.081870e-004
 1.399803e-001  1.287415e-003  1.081688e-004
 1.401110e-001  1.271393e-003  1.078281e-004
 1.402416e-001  1.212265e-003  1.080825e-004
 1.403723e-001  1.108628e-003  1.076870e-004
 1.405029e-001  1.274861e-003  1.077152e-004
 1.406336e-001  1.043389e-003  1.079640e-004
 1.407642e-001  1.094562e-003  1.074532e-004
 1.408949e-001  9.415400e-004  1.076140e-004
 1.410255e-001  1.365799e-003  1.079986e-004
 1.411562e-001  1.261788e-003  1.075101e-004
 1.412868e-001  1.053196e-003  1.076743e-004
 1.414175e-001  1.080795e-003  1.070031e-004
 1.415481e-001  1.289217e-003  1.074642e-004
 1.416787e-001  1.090384e-003  1.076173e-004
 1.418094e-001  1.073567e-003  1.066237e-004
 1.419400e-001  1.260884e-003  1.073959e-004
 1.420707e-001  1.132552e-003  1.068963e-004
 1.422013e-001  1.126697e-003  1.069489e-004
 1.423320e-001  9.629749e-004  1.069699e-004
 1.424626e-001  1.170424e-003  1.067947e-004
 1.425933e-001  1.029273e-003  1.070034e-004
 1.427239e-001  9.476524e-004  1.065536e-004
 1.428546e-001  9.815097e-004  1.063613e-004
 1.429852e-001  1.154459e-003  1.068026e-004
 1.431158e-001  1.026421e-003  1.060093e-004
 1.432465e-001  1.155600e-003  1.066437e-004
 1.433771e-001  1.055871e-003  1.068142e-004
 1.435078e-001  9.669510e-004  1.060923e-004
 1.436384e-001  1.031612e-003  1.066167e-004
 1.437691e-001  1.112174e-003  1.063312e-004
 1.438997e-001  8.318423e-004  1.059549e-004
 1.440304e-001  1.193503e-003  1.065026e-004
 1.441610e-001  1.252791e-003  1.062643e-004
 1.442917e-001  1.005856e-003  1.063841e-004
 1.444223e-001  1.019254e-003  1.059592e-004
 1.445530e-001  9.906213e-004  1.058915e-004
 1.446836e-001  1.024867e-003  1.061314e-004
 1.448143e-001  8.779749e-004  1.056381e-004
 1.449449e-001  1.217395e-003  1.062499e-004
 1.450756e-001  9.212322e-004  1.062339e-004
 1.452062e-001  9.954961e-004  1.055896e-004
 1.453368e-001  9.799165e-004  1.062050e-004
 1.454675e-001  1.087990e-003  1.063707e-004
 1.455981e-001  1.130365e-003  1.060196e-004
 1.457288e-001  1.156847e-003  1.061873e-004
 1.458594e-001  1.053906e-003  1.057507e-004
 1.459901e-001  9.070777e-004  1.058804e-004
 1.461207e-001  1.120447e-003  1.060872e-004
 1.462514e-001  1.014393e-003  1.054305e-004
 1.463820e-001  1.043408e-003  1.062989e-004
 1.465127e-001  8.089109e-004  1.052547e-004
 1.466433e-001  9.831824e-004  1.055136e-004
 1.467739e-001  8.060647e-004  1.055731e-004
 1.469046e-001  8.110573e-004  1.053261e-004
 1.470352e-001  8.800068e-004  1.053756e-004
 1.471659e-001  9.632429e-004  1.050710e-004
 1.472965e-001  9.389684e-004  1.053435e-004
 1.474272e-001  8.585452e-004  1.052743e-004
 1.475578e-001  1.005758e-003  1.050357e-004
 1.476885e-001  8.898375e-004  1.055704e-004
 1.478191e-001  7.448890e-004  1.054638e-004
 1.479498e-001  8.320701e-004  1.047786e-004
 1.480804e-001  9.178459e-004  1.056859e-004
 1.482111e-001  8.677613e-004  1.051607e-004
 1.483417e-001  9.189227e-004  1.052025e-004
 1.484724e-001  9.778476e-004  1.052624e-004
 1.486030e-001  9.583364e-004  1.046682e-004
 1.487336e-001  6.971798e-004  1.046585e-004
 1.488643e-001  7.884448e-004  1.048142e-004
 1.489949e-001  7.433126e-004  1.044788e-004
 1.491256e-001  7.766118e-004  1.050199e-004
